,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
5138,Z,6,10,8,8,6,8,7,2,9,12,5,8,1,8,6,8
15538,M,6,5,7,8,4,8,7,13,2,7,9,8,9,6,0,8
12914,C,1,0,1,1,0,6,7,6,7,7,6,13,0,8,4,10
5763,H,3,4,4,3,3,7,7,6,6,7,6,8,3,8,3,8
1547,F,3,5,4,7,2,0,14,4,4,12,11,6,0,8,2,6
784,M,6,10,7,8,4,7,7,13,2,8,9,8,9,6,0,8
17636,N,5,8,7,6,5,7,9,5,5,7,6,6,7,8,3,7
16130,Q,4,4,6,6,6,9,10,5,0,5,7,10,6,13,4,10
15410,K,1,0,2,1,0,5,7,7,1,7,6,11,2,8,2,11
1904,D,1,0,1,0,0,6,7,7,5,7,6,6,2,8,2,8
19324,Y,3,7,4,5,2,7,10,1,7,6,12,8,1,11,2,8
15389,B,2,1,2,1,1,7,7,7,5,6,5,7,1,8,7,10
1919,D,5,10,6,8,6,7,7,7,7,7,6,5,3,8,3,7
7184,K,5,10,6,7,2,3,8,8,2,7,5,11,4,8,3,10
950,Z,3,8,4,6,3,7,7,6,10,6,6,8,1,8,8,8
3859,J,4,9,6,7,3,7,7,3,6,15,6,11,1,6,1,7
1162,Q,2,2,3,2,2,8,7,6,4,6,5,9,2,9,3,9
14645,J,3,10,4,7,2,13,3,7,4,13,4,11,1,6,0,8
16331,A,4,11,6,8,4,7,5,3,0,6,1,8,2,7,1,8
7790,Y,4,11,6,8,1,6,10,2,2,7,13,8,1,11,0,8
12466,O,6,8,8,6,5,7,7,8,4,7,6,8,3,8,3,7
3675,K,5,6,7,4,4,4,7,2,7,10,9,11,3,8,3,6
17234,P,1,0,2,1,0,5,11,7,1,9,6,4,1,9,3,8
10721,F,4,8,5,6,5,4,10,2,5,10,10,6,1,10,3,6
16208,X,4,6,6,4,3,7,7,1,8,10,7,9,2,8,3,7
16545,Y,7,9,7,7,3,3,10,4,7,12,12,6,2,11,2,6
13207,C,7,14,5,8,4,6,9,4,4,9,8,9,4,9,9,10
694,I,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
163,A,3,3,5,4,1,7,6,3,0,7,0,8,2,7,1,8
13333,G,5,8,7,7,8,8,9,5,3,7,6,8,7,11,8,9
10881,I,2,5,3,3,1,7,7,0,7,13,6,8,0,8,1,7
11612,U,3,4,4,3,2,5,8,5,7,10,9,8,3,9,2,6
15465,B,3,4,4,3,3,7,7,5,6,7,6,6,2,8,6,9
15323,Q,5,5,7,5,5,7,4,4,5,7,3,8,4,5,4,8
2930,V,3,6,5,4,3,8,11,3,2,5,10,9,3,10,3,10
10621,R,4,8,6,6,6,8,6,7,3,7,5,7,4,6,7,8
5080,G,4,7,5,5,2,8,6,7,7,6,6,9,2,8,6,11
17192,K,5,9,6,7,7,7,9,5,4,7,5,7,5,7,8,11
5948,I,3,11,4,8,3,8,6,0,7,13,6,9,0,7,2,8
14020,S,10,15,8,8,4,9,3,4,5,10,2,9,4,5,6,10
13619,A,2,1,4,2,1,7,2,2,2,6,2,8,2,6,2,7
10939,X,4,5,6,4,3,7,7,1,9,10,6,8,2,8,3,7
15426,M,4,7,6,5,6,6,6,5,5,7,7,11,10,5,2,9
2623,Z,4,8,5,6,2,7,7,4,14,9,6,8,0,8,8,8
13398,A,2,6,4,4,2,7,4,2,0,6,2,8,2,6,1,7
13161,A,1,3,2,1,1,6,2,1,1,6,2,8,1,6,1,7
1716,K,8,13,8,8,4,8,7,3,6,9,7,8,6,11,4,7
1956,F,6,10,8,7,6,6,10,2,6,13,7,6,2,10,2,7
11341,B,5,10,6,8,7,9,7,3,5,7,6,8,7,8,6,9
5371,F,4,10,4,7,2,1,12,5,5,12,11,8,0,8,2,6
491,K,2,1,3,2,2,5,7,4,7,7,6,11,3,8,4,9
1178,E,4,7,6,5,4,5,8,5,8,12,10,9,3,8,5,5
13730,J,0,0,1,0,0,12,4,4,3,11,4,10,0,7,0,8
19180,Y,8,15,7,8,4,6,8,5,3,10,9,5,4,10,4,4
17656,E,3,8,3,6,2,3,7,6,11,7,6,15,0,8,6,7
3911,Y,5,8,5,6,2,4,10,1,7,10,10,6,1,11,3,3
6663,F,4,6,6,4,2,3,15,4,3,13,8,3,1,10,2,5
8616,K,3,7,5,5,3,6,7,5,7,6,6,10,3,8,5,9
15322,K,6,11,6,8,3,4,8,9,2,7,5,11,4,8,2,11
15355,O,1,3,2,2,1,8,7,6,3,9,6,8,2,8,2,8
9110,E,4,11,6,8,5,8,7,2,8,11,6,8,2,8,5,9
6402,J,2,9,3,7,1,13,3,8,5,14,2,11,0,6,0,8
15879,X,4,7,6,5,3,7,8,1,8,10,7,8,2,8,3,8
14709,J,6,11,8,8,6,7,7,7,6,8,7,8,3,7,4,6
18675,K,9,15,9,8,6,2,9,3,6,9,9,12,4,7,3,6
4476,U,6,10,7,7,4,3,8,5,7,10,9,9,3,9,2,6
14414,Q,5,10,6,9,3,8,7,8,6,6,7,8,3,8,5,9
10322,M,7,11,8,8,7,7,5,12,1,8,8,8,10,5,2,10
12478,I,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8
13402,R,2,4,3,3,2,7,8,5,4,6,5,6,2,7,4,8
16879,G,2,1,3,2,1,8,6,6,6,6,5,9,1,7,5,10
5625,G,7,12,6,6,4,8,3,4,3,7,4,4,4,7,5,8
3603,P,4,8,6,6,5,7,5,6,5,7,6,8,3,8,4,8
2058,Z,1,3,3,2,1,8,7,2,9,11,6,8,1,8,5,7
2483,X,5,9,8,6,4,5,8,2,8,11,11,9,3,9,4,6
5175,H,4,10,6,8,7,8,7,5,6,7,6,6,3,8,4,7
16097,C,4,8,4,6,3,6,8,6,7,12,8,12,2,10,3,8
17324,F,2,1,2,2,1,6,10,5,5,10,9,5,1,9,3,6
10517,X,4,5,7,4,3,6,8,1,9,10,8,8,2,8,3,7
19686,I,1,5,1,4,1,7,7,1,8,7,6,8,0,8,3,8
16499,L,5,5,5,8,1,0,0,6,6,0,1,5,0,8,0,8
13721,T,8,12,8,7,4,7,8,2,7,12,7,7,3,9,5,6
11239,X,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8
16513,R,3,3,4,2,2,7,8,5,5,7,5,7,2,7,4,8
16291,N,4,10,6,7,5,7,8,10,5,8,5,5,4,8,4,10
19394,D,4,8,6,6,4,9,6,3,7,11,4,6,3,9,4,9
5302,S,3,6,4,4,3,8,7,7,5,7,6,8,2,8,9,8
4829,O,3,7,4,5,3,7,8,7,4,8,7,10,3,8,3,9
6037,C,9,13,6,7,3,6,10,6,8,11,8,8,2,8,5,9
584,F,2,2,3,3,2,5,10,4,5,10,9,5,1,10,3,6
8158,S,7,10,8,7,4,8,8,5,10,11,2,8,2,5,5,10
14579,L,3,8,3,6,1,0,1,5,6,0,0,6,0,8,0,8
9462,P,4,5,5,7,6,8,9,3,2,7,8,6,5,11,5,4
1569,V,4,5,7,8,2,7,8,4,3,7,14,8,3,9,0,8
2703,D,2,1,3,2,2,7,7,6,6,7,6,5,2,8,3,7
14298,Q,4,6,5,8,4,7,8,5,2,8,9,10,3,9,6,8
9210,M,6,8,9,7,10,8,7,4,5,7,6,7,12,8,6,4
12499,W,7,7,10,6,10,8,7,5,5,7,5,8,10,9,8,7
11684,S,4,8,5,6,4,7,7,5,7,5,6,9,0,9,8,8
13340,M,2,3,4,2,2,7,7,3,3,9,8,8,5,5,1,7
12927,W,6,5,7,4,4,4,11,2,2,9,9,8,7,11,1,6
7202,Y,4,7,4,5,1,3,12,4,5,13,11,5,1,11,1,6
3832,R,4,6,6,4,3,10,8,3,7,11,1,6,3,7,3,10
7136,R,4,8,7,7,8,7,8,3,4,7,4,8,6,8,5,6
8549,U,4,10,4,8,4,7,6,13,4,7,12,8,3,9,0,8
12875,E,4,8,6,6,6,7,7,3,6,7,7,10,4,9,8,8
4969,U,6,8,7,6,3,3,9,6,7,11,11,9,3,9,1,6
10410,O,2,1,2,2,1,8,7,7,5,7,6,8,2,8,3,8
2091,F,5,5,5,7,2,1,15,5,3,12,9,4,0,8,3,6
937,F,4,9,5,6,3,2,11,5,6,11,10,9,0,8,2,6
2393,G,6,10,8,8,6,6,6,6,6,5,6,11,2,9,4,8
3651,G,5,10,7,7,8,7,4,5,3,8,6,11,7,7,10,6
17506,Z,2,6,3,4,1,7,7,3,13,9,6,8,0,8,8,8
82,C,6,12,5,7,4,8,5,4,3,9,9,11,4,9,8,10
15928,K,2,4,3,2,2,5,7,4,7,7,7,11,3,9,5,10
13728,B,3,3,3,4,3,7,7,9,6,7,6,7,2,8,9,10
417,T,3,7,5,5,3,7,11,1,8,7,11,8,1,10,1,8
19405,N,3,8,4,6,4,7,7,12,1,6,6,8,5,8,0,8
18450,X,3,4,5,3,2,5,8,2,8,10,10,9,3,8,3,5
1734,I,2,8,3,6,1,9,7,0,8,14,5,8,0,8,1,8
2416,K,3,7,5,5,5,8,7,4,4,7,6,7,4,6,8,13
1397,C,7,11,8,8,5,4,8,6,7,12,9,11,2,11,3,7
5886,I,1,5,1,4,1,7,7,1,8,7,6,8,0,8,3,8
19135,V,2,3,3,2,1,4,12,3,2,10,11,7,2,11,0,8
15806,P,4,7,5,5,4,5,10,3,6,10,9,5,4,10,3,7
7444,P,4,7,5,5,3,8,9,3,5,13,4,3,1,10,3,9
961,D,3,8,4,6,6,10,7,4,5,7,6,6,4,6,9,6
17949,S,8,14,8,8,4,11,4,3,3,12,6,9,3,10,3,9
12835,T,4,6,6,8,2,6,15,1,6,9,11,7,0,8,0,8
11621,A,3,11,5,8,3,13,4,5,3,12,1,8,2,6,4,9
6362,P,8,15,8,9,5,8,9,4,4,12,5,3,5,10,6,6
13677,B,1,3,2,2,2,8,6,2,4,10,5,7,2,8,2,9
4844,J,5,8,6,6,3,8,8,1,6,14,5,7,1,6,1,8
170,S,2,8,3,6,3,8,8,7,6,7,4,6,2,7,8,8
2063,C,4,7,5,5,2,6,7,6,10,6,6,12,1,7,4,8
7770,B,5,9,8,8,9,7,8,5,4,7,6,8,7,9,8,6
11935,W,5,10,8,8,13,9,5,5,2,7,6,8,11,10,4,8
16099,F,2,4,4,2,2,6,10,3,5,13,6,5,1,9,1,7
16482,S,7,13,5,7,3,8,2,1,5,7,2,7,3,7,4,10
7039,M,5,10,7,6,4,13,2,5,2,12,1,9,6,3,1,8
19711,B,8,15,8,8,8,7,8,5,5,9,7,8,8,5,10,7
19740,D,5,9,6,6,6,7,7,8,6,6,5,4,4,8,4,8
17974,C,3,10,4,8,3,5,8,7,8,7,8,14,1,8,4,10
18126,T,2,3,3,2,1,6,11,4,5,8,10,7,2,11,1,7
1065,J,3,10,4,8,1,12,2,10,4,14,4,13,1,6,0,8
18833,Y,1,1,2,1,1,7,10,1,5,7,11,8,1,11,1,8
140,P,7,11,10,8,6,6,11,3,6,13,6,3,0,10,3,8
8129,R,10,14,8,8,5,8,8,6,5,9,4,9,7,5,6,11
16075,T,2,8,4,6,3,7,12,3,6,7,11,8,2,12,1,8
10277,E,1,1,2,2,1,4,7,5,8,7,6,13,0,8,6,9
12972,Y,3,3,5,4,1,5,10,3,2,8,13,8,2,11,0,8
17611,O,2,0,2,1,0,7,7,6,5,7,6,8,2,8,3,8
7145,Y,4,7,6,9,7,10,9,5,2,6,7,8,7,11,7,5
9489,U,12,15,10,8,4,5,3,5,5,4,7,7,5,8,2,6
6095,P,3,7,4,4,2,4,12,8,2,10,6,4,1,10,4,8
6158,Z,5,5,6,8,3,7,7,4,15,9,6,8,0,8,8,8
9897,Z,5,10,6,8,4,8,7,6,12,7,6,7,1,8,8,8
12678,X,4,5,7,3,3,6,8,1,9,11,8,9,3,8,3,7
10316,A,3,8,5,6,5,8,8,6,4,6,6,8,3,7,6,4
18679,T,6,11,6,8,5,4,12,3,6,12,10,5,2,12,2,4
1370,Y,4,7,4,5,2,4,9,2,6,10,11,6,1,11,2,5
2395,D,6,9,6,5,3,8,6,5,5,10,4,6,4,7,6,10
1334,Z,4,5,6,8,5,11,4,2,5,8,3,6,1,8,6,9
12275,I,4,9,5,6,3,8,6,1,6,7,6,7,0,9,4,7
7867,S,3,2,3,3,2,8,7,6,5,7,6,8,2,8,9,8
19871,J,1,1,2,1,0,11,6,2,6,12,3,8,0,7,0,8
16577,A,1,1,2,1,0,7,4,3,0,7,1,8,2,7,1,8
312,N,3,6,4,4,3,6,7,8,5,7,5,7,3,7,3,8
5318,D,3,9,5,6,5,7,8,7,5,8,7,5,3,8,3,7
7987,W,5,11,8,8,7,10,8,5,1,6,10,7,9,13,1,5
11148,V,2,6,3,4,1,7,9,4,2,7,13,8,3,10,0,8
16077,F,3,8,5,6,3,4,11,6,5,11,10,5,2,9,2,5
1224,K,1,0,1,0,0,5,8,7,0,7,6,10,3,8,2,11
5105,V,4,10,5,8,3,6,9,4,1,8,12,8,4,9,1,8
4305,N,2,4,3,3,2,7,8,5,4,7,6,6,4,8,1,6
19630,L,1,0,2,1,0,2,1,6,4,0,2,5,0,8,0,8
13407,J,3,6,4,4,2,6,7,3,5,14,7,11,1,6,1,7
18816,J,5,10,7,8,3,7,7,3,6,15,6,10,3,8,2,8
17820,L,1,3,2,1,1,6,4,1,7,7,2,9,0,7,2,8
14858,Z,4,9,6,6,5,9,10,5,4,6,5,7,3,9,9,4
3969,Z,1,0,1,1,0,7,7,2,10,9,6,8,0,8,6,8
8731,Y,4,5,5,4,2,4,11,2,7,11,10,5,1,11,3,4
5200,Y,2,3,3,5,0,7,10,1,3,7,12,8,1,11,0,8
10912,X,4,10,7,8,7,7,7,2,6,7,6,8,4,8,7,7
4356,I,3,11,6,8,7,11,6,1,6,8,4,5,3,8,5,9
7908,K,4,5,6,3,3,4,8,2,7,10,9,11,3,8,3,7
1523,I,1,4,2,3,1,7,8,0,6,13,6,8,0,8,0,8
10067,K,6,9,5,4,2,8,8,3,7,8,4,7,5,7,3,7
6246,O,4,8,5,6,4,7,7,8,4,7,6,8,3,8,3,8
4912,V,5,10,5,7,4,4,11,1,2,8,10,7,3,10,1,8
6400,C,1,3,2,2,1,6,8,4,6,11,8,12,1,10,3,8
8717,J,2,3,3,5,1,14,1,7,5,14,2,11,0,7,0,8
6901,J,5,9,7,7,5,8,7,7,7,8,7,8,3,6,5,5
8961,A,2,7,4,5,2,11,2,3,3,10,2,9,2,6,2,8
15316,K,2,3,4,2,2,5,8,2,7,10,8,9,3,8,2,7
14220,Y,5,6,6,8,9,8,6,7,4,7,7,8,10,9,4,5
19672,L,6,13,5,8,3,8,3,3,5,12,4,12,2,7,6,8
19689,K,6,8,8,6,4,8,7,2,7,10,3,8,4,7,4,9
16258,O,1,3,2,2,1,8,6,6,3,9,5,7,2,8,2,7
2997,M,4,7,7,5,7,9,5,2,1,8,4,8,10,5,2,6
1771,F,3,7,3,4,1,1,13,5,4,12,10,7,0,8,2,6
394,J,5,9,7,7,3,9,5,4,6,15,4,10,1,6,0,7
17374,Y,9,10,8,8,4,3,10,4,7,13,12,6,2,11,3,6
17071,P,1,1,2,1,1,5,11,8,2,9,6,4,1,9,3,8
8324,F,3,7,3,5,2,1,12,4,5,12,11,7,0,8,1,6
14533,F,8,12,7,6,3,5,10,2,5,12,6,4,2,9,6,4
13582,P,3,6,5,9,7,7,11,5,0,9,7,5,4,11,5,8
18552,P,3,7,3,4,2,4,12,8,2,10,6,4,1,10,4,8
1414,M,6,10,8,8,10,7,6,7,4,6,5,8,8,8,8,9
14789,E,4,9,6,7,4,4,10,5,8,11,10,9,2,8,5,3
5281,Y,3,4,4,3,1,4,11,2,7,11,10,5,1,11,2,5
14817,L,3,9,3,6,1,0,1,5,6,0,0,7,0,8,0,8
3973,L,4,9,4,7,1,0,0,6,6,0,1,5,0,8,0,8
6182,T,6,9,6,6,3,5,12,4,8,12,10,4,2,12,3,4
2186,I,2,6,3,4,1,7,7,1,8,14,6,8,0,8,1,8
2123,Y,5,9,5,6,3,3,10,2,7,11,11,6,1,11,2,5
6636,D,3,7,4,5,3,8,7,7,7,9,5,4,3,8,4,7
728,X,5,8,6,7,7,6,8,2,5,7,6,9,4,7,8,7
13488,D,3,9,5,7,5,8,7,6,6,7,6,4,3,8,3,7
6142,K,1,0,2,1,0,5,7,7,1,7,6,11,3,8,2,11
16484,F,6,10,6,6,4,10,7,3,5,11,4,5,3,9,6,9
6777,Q,4,5,5,7,3,8,9,8,5,5,9,9,3,7,6,10
9641,X,11,13,10,8,5,6,8,2,9,9,7,9,5,7,5,7
5170,I,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
7203,E,6,9,8,7,6,9,6,1,8,11,4,9,4,8,5,10
13562,Y,3,4,5,5,1,8,12,2,3,6,12,8,1,10,0,8
12569,H,2,3,4,1,2,8,8,3,5,10,5,7,3,8,3,7
16403,C,4,8,6,6,5,6,6,3,4,8,6,11,6,9,3,9
12089,P,4,8,6,6,5,6,8,6,5,9,7,4,2,10,4,7
9522,B,5,10,8,8,12,8,8,5,3,7,7,7,8,11,12,9
11841,U,6,10,6,8,3,4,9,5,8,11,11,8,3,9,2,6
3232,S,5,9,6,7,3,8,7,4,8,11,6,7,2,9,5,8
14762,H,4,9,5,6,2,7,6,15,1,7,7,8,3,8,0,8
15333,M,14,14,14,8,7,7,10,5,5,4,4,11,11,13,2,7
14125,F,3,9,5,7,3,4,11,3,6,11,10,5,1,10,2,5
2578,J,6,8,8,9,7,8,8,4,7,6,7,7,4,11,11,9
9428,Z,4,4,6,6,3,12,4,4,4,11,2,9,2,7,4,11
13547,Y,3,5,6,7,1,6,11,2,3,9,12,8,1,10,0,8
8485,Q,4,7,5,9,5,8,6,6,2,8,6,11,3,9,6,9
19218,P,3,6,3,4,2,4,12,7,1,10,6,4,1,10,3,8
572,V,4,10,5,7,3,7,9,4,2,7,13,8,2,10,0,8
11256,Y,2,1,3,1,0,8,11,3,1,6,12,8,1,11,0,8
3881,M,1,0,2,0,1,7,6,9,0,7,8,8,6,6,0,8
5036,C,2,5,3,3,2,6,8,7,7,8,8,13,1,9,4,10
19438,C,6,9,7,7,7,6,7,3,4,6,7,10,7,8,6,7
9383,X,4,5,6,4,3,7,7,1,9,10,6,8,2,8,3,7
10010,L,6,10,5,5,2,6,5,3,7,10,4,13,2,6,6,8
17645,D,4,7,4,5,2,5,8,10,9,8,7,5,3,8,4,8
180,T,6,11,6,8,5,6,11,3,7,11,9,5,2,12,2,4
335,F,5,10,5,7,2,1,14,5,4,12,10,6,0,8,2,5
962,H,6,10,9,8,8,7,7,3,6,10,6,8,3,8,3,7
4418,O,5,11,6,8,9,8,10,5,2,7,7,8,8,9,5,10
15425,H,5,9,5,5,4,7,8,3,4,10,6,8,6,8,4,8
1484,Q,4,7,5,6,3,8,5,8,7,7,4,9,3,8,4,8
6922,K,4,9,5,7,7,6,7,3,3,6,5,9,6,8,8,7
2757,L,2,7,4,5,5,7,8,2,4,6,7,10,5,11,6,5
446,J,1,3,2,2,1,9,7,2,6,14,5,8,0,7,0,8
5391,L,3,3,3,5,1,0,1,6,6,0,1,5,0,8,0,8
14022,O,5,10,5,8,4,7,7,8,5,9,8,8,3,8,3,8
5534,E,2,0,2,1,1,5,7,5,8,7,6,12,0,8,7,9
19800,I,3,9,5,6,6,10,6,2,5,8,5,5,3,8,5,7
7028,Q,6,9,7,11,7,7,10,5,3,6,9,12,3,9,7,8
7159,R,3,6,4,4,2,5,10,8,2,7,4,8,2,7,6,11
18687,H,3,5,5,4,3,7,8,5,7,7,6,8,6,8,3,8
14869,N,7,10,9,9,9,8,9,4,4,7,4,7,9,6,7,6
12684,V,4,10,6,8,3,8,9,4,2,6,13,8,3,10,0,8
2588,Z,3,8,4,6,2,7,7,3,13,10,6,8,0,8,8,8
5352,Q,1,2,2,3,1,8,6,6,3,8,6,9,2,9,3,8
3078,W,4,8,6,6,3,9,8,4,1,7,8,8,8,9,0,8
11924,Z,3,7,5,5,4,8,8,3,7,7,6,8,1,8,10,9
13367,K,3,6,3,4,1,3,7,7,3,7,6,11,4,8,2,11
13485,Z,4,10,5,8,4,6,8,6,10,7,7,10,1,9,8,8
6112,L,3,5,4,3,2,4,4,4,8,2,1,6,1,7,1,6
15593,G,7,14,5,8,4,8,6,4,3,9,5,9,4,9,8,8
1938,K,8,10,11,8,5,4,8,4,9,12,12,11,3,8,4,5
18123,I,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8
7594,M,5,5,6,8,4,8,7,12,2,6,9,8,8,6,0,8
3426,H,4,10,5,7,3,7,7,15,1,7,6,8,3,8,0,8
13252,H,6,8,8,6,5,10,6,4,6,10,2,7,4,7,4,9
17965,Y,6,11,6,8,3,2,11,4,5,12,12,7,2,11,2,6
12613,L,3,5,3,3,2,4,3,5,6,2,2,5,1,6,0,6
7156,N,5,10,5,8,3,7,7,15,2,4,6,8,6,8,0,8
9942,U,5,10,7,8,4,6,9,6,7,7,10,10,3,9,1,8
12735,W,9,10,9,8,9,6,10,3,3,8,7,6,11,11,4,5
4753,B,4,8,5,6,4,6,6,8,7,6,6,7,2,8,9,10
16,O,3,4,4,3,2,8,7,7,5,7,6,8,2,8,3,8
15913,Y,6,8,6,6,4,4,9,1,8,10,10,6,0,10,3,4
4985,S,7,11,8,8,6,6,7,3,6,10,7,8,3,7,5,6
4710,A,2,4,4,3,2,8,2,2,2,7,2,8,2,6,2,7
7318,D,3,9,4,6,7,9,8,5,4,7,6,6,4,7,7,5
12198,L,6,11,7,8,7,6,6,9,5,6,6,8,3,7,5,12
13408,B,8,15,6,8,4,9,6,6,5,10,4,9,6,6,7,11
1109,H,6,9,8,7,7,7,7,7,5,6,5,7,3,7,7,10
10146,M,4,4,6,3,4,6,6,3,4,10,9,9,7,6,2,9
18638,C,2,1,2,2,1,6,7,6,9,7,6,14,0,8,4,9
6738,J,1,3,2,2,1,11,6,1,6,11,3,7,0,7,0,8
12112,U,3,7,5,5,3,8,8,6,7,5,9,8,3,9,1,8
14988,I,1,8,0,6,0,7,7,4,4,7,6,8,0,8,0,8
8013,V,6,9,6,7,3,2,11,3,3,10,11,8,2,10,1,8
6351,T,7,15,6,8,4,6,10,2,6,12,7,6,3,9,5,5
2056,J,0,0,1,0,0,12,4,6,3,12,4,11,0,7,0,8
7837,X,3,9,5,6,4,8,8,3,8,6,6,6,3,9,6,7
9376,X,3,6,5,4,3,7,7,1,7,10,6,8,3,8,3,7
2555,R,4,9,5,7,5,7,7,5,6,6,5,7,3,7,5,8
8587,W,10,15,10,9,7,5,8,2,4,7,9,7,11,10,2,5
19224,H,3,5,4,4,4,9,7,6,6,7,6,6,3,8,3,7
19124,F,3,7,6,5,6,10,7,1,5,9,5,6,4,10,5,7
800,C,4,8,5,6,2,5,9,8,8,13,9,6,2,10,2,6
247,S,4,8,5,6,3,7,5,6,9,5,6,10,0,9,9,8
19625,C,4,11,5,8,4,5,8,8,6,10,8,13,3,12,5,8
3397,F,4,5,4,8,2,1,12,5,5,11,11,8,0,8,2,6
11767,L,2,3,3,2,1,7,4,2,7,8,2,10,0,7,2,8
699,R,3,8,4,6,2,5,11,8,4,7,4,9,3,7,6,11
10861,R,1,3,2,1,1,8,8,4,4,9,5,7,2,6,4,9
5191,W,3,4,4,2,2,6,11,3,2,8,7,7,6,11,1,6
13939,R,4,5,6,4,3,9,7,2,6,10,3,6,2,7,3,10
2163,V,3,10,5,8,2,8,8,4,3,6,14,8,3,9,0,8
2415,N,5,10,7,8,4,3,9,4,4,10,11,10,5,7,1,8
16296,Q,4,6,6,9,3,8,9,7,6,6,9,9,4,7,6,10
14235,J,3,10,4,8,1,13,1,9,5,14,2,12,0,7,0,8
5012,F,1,3,3,1,1,6,10,3,4,13,7,5,1,9,1,7
12742,P,3,8,4,6,3,5,10,5,5,10,8,4,1,10,4,7
10087,C,3,5,4,4,2,4,8,5,7,11,9,12,1,9,3,7
18978,A,1,0,2,0,0,7,4,2,0,7,2,8,2,6,1,8
3307,I,4,7,6,8,5,8,8,5,6,7,7,7,4,8,9,9
7330,W,4,6,6,4,3,8,8,4,1,7,9,8,7,10,0,8
8096,X,6,11,9,8,4,4,9,3,9,11,12,10,3,9,4,5
15612,T,2,9,3,6,1,7,14,0,6,7,11,8,0,8,0,8
12510,I,2,7,3,5,2,7,9,0,6,13,6,7,0,8,1,7
1211,O,3,3,4,2,2,7,8,7,5,7,7,8,2,8,3,8
7969,K,4,3,4,5,1,4,8,9,1,7,6,11,3,8,2,11
17747,B,1,1,2,1,1,7,7,7,5,6,6,7,1,8,6,8
10066,L,5,9,7,7,4,5,4,2,9,6,2,8,1,6,3,6
10342,M,6,11,8,6,5,10,3,4,2,10,2,9,9,1,1,8
514,W,4,4,5,6,3,7,8,4,1,7,8,8,8,10,0,8
11380,X,7,11,10,9,5,7,7,1,9,10,6,8,3,8,4,7
14508,F,5,11,5,8,2,1,15,5,3,12,8,3,0,8,3,6
8952,Y,5,6,5,4,2,3,10,2,7,11,11,6,1,11,2,4
11653,V,3,8,5,6,3,6,11,2,4,8,11,8,2,10,1,9
4235,F,4,6,6,4,5,10,7,1,5,9,5,6,4,10,4,7
14985,T,4,11,5,8,3,9,14,0,5,6,10,8,0,8,0,8
8170,P,4,7,6,10,9,8,9,4,0,8,7,6,5,11,5,7
15994,P,4,8,6,6,5,4,11,4,5,11,9,5,0,10,3,7
16006,E,0,0,1,0,0,5,7,5,6,7,6,12,0,8,6,10
661,L,8,13,8,8,5,9,3,3,3,11,6,11,4,8,7,9
9458,E,3,11,5,8,5,7,7,6,8,6,5,9,3,8,6,9
8534,B,3,4,4,3,3,7,7,4,6,6,6,6,5,8,6,10
871,H,3,8,5,6,6,8,6,4,5,6,6,8,6,7,6,7
933,E,3,6,3,4,2,3,8,6,10,7,6,15,0,8,7,7
15887,V,4,6,4,4,2,3,12,5,4,11,12,7,3,10,1,8
13859,G,4,8,6,7,6,7,8,5,3,7,6,9,6,11,8,10
2679,I,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8
4481,E,4,7,6,5,4,5,9,2,8,11,7,9,3,9,5,7
3936,N,6,9,5,5,2,4,8,4,6,4,4,11,5,9,2,7
15092,E,5,10,7,9,8,7,7,5,3,7,7,9,6,10,10,12
18355,H,4,7,6,5,4,4,9,4,5,10,10,9,3,8,3,5
9820,M,4,10,5,8,6,7,6,10,0,7,8,8,7,5,0,8
15193,D,5,10,5,6,4,9,6,3,5,8,5,7,6,9,5,8
10470,O,3,5,4,3,2,8,7,7,4,9,6,8,2,8,3,8
16935,O,3,7,4,5,3,7,7,8,5,7,6,8,3,8,3,8
3779,U,4,5,4,4,2,4,8,5,7,10,9,9,3,9,2,6
16791,Q,1,3,2,4,2,7,7,5,2,8,8,10,2,9,4,9
12848,R,4,7,6,5,6,7,7,3,4,7,6,8,6,9,6,5
11042,A,4,10,6,8,4,9,2,2,3,8,2,8,3,6,4,7
14940,O,5,10,6,7,5,8,6,8,7,8,4,10,4,9,5,6
3683,C,3,2,4,4,2,6,8,8,8,9,8,12,2,10,4,9
6296,I,0,3,1,1,0,7,7,1,6,13,6,8,0,8,0,7
7547,T,7,10,6,5,3,5,11,2,7,12,7,5,2,8,4,4
2310,I,1,1,1,2,1,7,7,1,6,7,6,8,0,8,2,8
12855,A,3,2,5,3,2,8,2,2,2,7,2,8,2,7,2,7
12054,L,3,8,3,6,1,0,1,5,6,0,0,7,0,8,0,8
1949,O,3,5,4,4,2,8,6,7,4,9,5,8,2,8,3,8
7674,E,5,9,7,7,8,7,6,3,6,7,7,11,4,9,8,7
10471,I,3,9,4,7,3,8,6,0,7,13,6,9,0,7,2,7
1012,W,7,10,7,8,8,5,10,3,3,9,7,7,8,11,3,6
